"Anzeigename des Nutzers","Zeitstempel","Altersklasse","Beziehst du aktuell das Jugendticket BW / Würdest du das Jugendticket BW beziehen wenn du berechtigt wärst?","Begründung/Sonstige Tickets?","Beziehst du aktuell das Deutschlandticket (49 € Ticket)?","Begründung","Würdest du ein vollsolidarisches Deutschlandticket unterstützen?","Begründung","Wie stark würde dich das vollsolidarische bundesweite Semesterticket finanziell treffen? (Skala 1 (kein/kleines Problem) - 10 (nicht finanzierbar))","Sonstige Anmerkungen"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:05:22 GMT+0:00","≤ 26","Nein","Auto ","Nein","","Nein","Find es unfair gegenüber denen die es überhaupt nicht benötigen ","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:05:12 GMT+0:00","≤ 26","Ja","","Ja","","Nein","Studierende, die nicht auf Bahn angewiesen sind, müssten das doppelte zum jetzigen Betrag zahlen. ","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:04:54 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:04:53 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:04:43 GMT+0:00","> 26","Nein","","Nein","Ich fahre sehr selten längere Strecken mit der Bahn oder dem Zug, das lohnt sich finanziell gar nicht.","Nein","Ich schreibe derzeit meine Bachelorarbeit und bin nächstes Semester so oder so kein Student mehr.","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:04:33 GMT+0:00","> 26","Ja","","Ja","Weil es keine günstigere Alternative gibt","Nein","Ich will nicht, dass Studenten die gar kein Ticket brauchen mein Ticket mitfinanzieren müssen ","1","Danke, dass ihr euch für die Studenten Ü27 eingesetzt habt, aber die Bahn (oder das Land?) hat hier m.E. kein überzeugendes Angebot gemacht "
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:04:30 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:04:18 GMT+0:00","> 26","Nein","","Ja","","Nein","Zu teuer","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:03:58 GMT+0:00","≤ 26","Ja","Fahre in die Heimat immer mit dem Ticket - erspart viele Kosten.","Ja","Habe es aber nur, weil ich das JugendTickrt BW habe","Unentschlossen","Macht für mich kaum einen unterschied","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:03:46 GMT+0:00","≤ 26","Ja","","Nein","","Ja","Das BW Jugendticket kostet eh momentan 30€ im Monat, also würde ich das vollsolidarische Semesterticket begrüßen, da ich nächstes Jahr 27 werde und mir dann eh das teurere DE Ticket holen müsste. Würde es also cool finden wenn es durch euch günstiger wäre :) ","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:03:43 GMT+0:00","> 26","Nein","Benötige momentan kein Bahnticket, bin im freiwilligen Praktikum","Nein","Siehe oben. ","Nein","Benötige das Ticket stand jetzt nicht.","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:03:41 GMT+0:00","> 26","Nein","Wohne bei der HS, habe kein Auto und wäre selten unterwegs. ","Ja","Bin im Praxissemester und brauche es für den Weg ","Nein","Finanzielles Problem ","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:02:53 GMT+0:00","> 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:02:20 GMT+0:00","> 26","Nein","","Nein","","Nein","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:02:13 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:02:01 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:56 GMT+0:00","≤ 26","Ja","Gilt seit diesem Monat Bundesweit ","Nein","Jugendticket BW","Nein","Da es bei Jugendticket BW eine 1-Jahreslaufzeit gibt","10","Ich habe seit diesen Monat das Jugendticket BW, weil es seit Dezember deutschlandweit gültig ist, und ich so ohne extra Ticket in meine Heimat komme. Durch die ein Jahres Laufzeit würde das für mich heißen, wenn wir das bundesweite Studententicket bekommen, dass ich durch den erhöhten Semesterbeitrag doppelt für ein Ticket zahlen würde..."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:45 GMT+0:00","≤ 26","Ja","","Ja","Das D-Ticket ist im Jugendticket mitinbegriffen ","Unentschlossen","","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:26 GMT+0:00","≤ 26","Nein","Ich habe noch nicht vom Deutschlandticket umgestellt ","Ja","","Unentschlossen","Gibt viele studis mich inklusive die sich dann den semesterbeotrag nicht mehr leisten könnten ","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:18 GMT+0:00","≤ 26","Nein","","Nein","","Nein","Semesterbeitrag wäre astronomisch hoch, nicht alle sind auf die Bahn angewiesen ","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:16 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","Für mich wäre es gut aber nicht alle benötigten dieses Ticket ","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:13 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Ich besitze bereits das Jugend BW-Ticktet und da ich unter 26 Jahre alt bin würde ein erhöhter Semesterbeitrag für mich keinen Vorteil bringen","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:08 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:07 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:06 GMT+0:00","> 26","Ja","","Nein","","Nein","Jeder sollte selbst entscheiden können. Bin selbst 27 und denke die Stadt Stuttgart oder das Land sollte das abfangen und nicht alle jüngeren Studierenden durch eine Ticket-Pflicht.","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:01:00 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Über 300€ kann für viele Leute zu viel geld auf einmal sein.","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:00:49 GMT+0:00","≤ 26","Ja","","Ja","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:00:46 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:00:33 GMT+0:00","> 26","Ja","Kann es leider nicht beziehen da ich zu alt dafür bin","Ja","Ist das einzige ""günstige"" Ticket für mich","Unentschlossen","Kommt drauf an ob es bei dem 49€ Ticket bleibt auch für ältere Studierende","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:00:13 GMT+0:00","≤ 26","Ja","","Ja","","Nein","","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 14:00:07 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:59:57 GMT+0:00","≤ 26","Nein","Ich fahre immer mit dem Auto ","Nein","Ich fahre mit dem Auto ","Nein","Ich fahre mit dem Auto ","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:59:42 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:59:38 GMT+0:00","≤ 26","Nein","","Nein","","Ja","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:59:15 GMT+0:00","> 26","Nein","Ich bekomme über meine Firma ein vergünstigtes D-Ticket","Ja","Ich fahre gerne Bahn und mag die Freiheit, jederzeit mit öffentlichem Nahverkehr fahren zu können","Nein","Auf keinen Fall. Mmn sollte das auch keine Debatte sein, denn der Zwang und die Kosten steht in keinem Verhältnis zu der Nachfrage. Ich denke, die meisten Ü26 Studenten können sich so ein Ticket leisten, da sie vermutlich größtenteils schon arbeiten und/oder Geld aus vorheriger Arbeit angespart haben. Ü26 Studenten sind zudem eine klare Minderheit. Auf der anderen Seite stehen viele sehr junge Studenten, die sehr wenig Geld haben, weil sie noch nicht so lange gearbeitet haben. Ich fände es voll unverhältnismäßig, den vielen Studenten, die knapp bei Kasse sind, einen so hohen Semesterbeitrag abzuverlangen, nur um eine kleine Minderheit, die vermutlich genug verdient, zu finanzieren. Abgesehen davon gibt es bestimmt sehr viele Studenten, für die das D-Ticket überhaupt nicht interessant ist, weil sie anderweitig versorgt sind. Diese wären dann gezwungen, das Ticket zu zahlen. Das wäre eine komplette Verschwendung von Geld. Ich finde es schade, dass diese Unverhältnismäßigkeit nicht sofort erkannt wurde und es überhaupt in Erwägung gezogen wird. Ich wäre SEHR sauer, wenn die Entscheidung für das Vollsolidarticket getroffen wird und würde das definitiv anfechten und mich weigern, zu zahlen. Sorry, soll kein Hate sein, ich habe einfach nur eine sehr klare Meinung dazu.","8","Die Frage nach der Finanzierbarkeit ist mMn auch irrelevant und sollte nicht die Entscheidung beeinflussen. Damit impliziert ihr ja, dass ein Vollsolidarticket OK wäre, wenn es den Leuten nicht finanziell weh tun würde - unabhängig davon, ob die Leute das WOLLEN oder nicht. Ich weiß es ist optional, aber das ihr das überhaupt abfragt deutet für mich auf ein zu stark ausgeprägtes Verteilungsinteresse hin. Das ist Privatsache mMn.

Habt ihr mal geprüft, wie viele Ü26 Studenten das D-Ticket NUR vergünstigt holen würden UND davon abhängig wären? Das sind die einzigen, die davon wirklich profitieren. Und das sind wahrscheinlich sehr wenige. Auf der anderen Seite all diejenigen, die schon versorgt sind und das Ticket überhaupt nicht bräuchten, aber trotzdem ordentlich draufzahlen müssten. Es gäbe total viele Ticket-„Leichen“. Ich wiederhole mich, ich weiß.."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:59:13 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:58:40 GMT+0:00","≤ 26","Ja","Ist die günstigste Option","Nein","Lohnt sich für mich nicht","Ja","Finanziell insgesamt nur kleine Änderung für mich, dafür vergrößert sich mein Reisebereich auf ganz Deutschland.","1","Ich fände es auch komfortabler, das ticket auf dem Studierendenausweis zu haben, anstatt wie bisher das separate selbst gekaufte Ticket entweder ausgedruckt oder auf dem Handy zu haben."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:58:21 GMT+0:00","> 26","Ja","Günstig. Komme überall dort hin, wo ich möchte","Nein","Hab das JugendTicket","Nein","Höherer Semesterbeitrag find ich nicht gut für alle","6","Würde es befürworten, wenn jeder selbst entscheiden kann, ob er das Ticket holen möchte oder nicht. Daher finde ich es besser, wenn der Semesterbeitrag gering gehalten wird und sich die Leute, die ein Ticket haben möchten, es selbst kaufen. :)"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:58:16 GMT+0:00","≤ 26","Nein","Mindestlaufzeit von dem Abo ist 1 Jahr. Sobald man einen Wechsel hat (z. B. Praktikum oder letztes Semester) lohnt es sich nicht, sich ein Jahr zu binden.","Ja","Monatlich kündbar, da im letzten Semester","Nein","Abo läuft mindestens 1 Jahr. Im Studium rechnen wir allerdings mit Semestern, das frühere Semesterticket war daher deutlich flexibler und sinnvoller an den Zeitraum für Studierende angepasst.","4","Für alle, die nicht mindestens noch ein Jahr in Stuttgart studieren oder nach dem Abschluss bleiben, lohnt sich das Ticket nicht, sie würden also über den Semesterbeitrag für eine Möglichkeit zahlen, die sie in der Realität nicht in Anspruch nehmen würden."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:58:09 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:57:49 GMT+0:00","≤ 26","Ja","Günstiges Angebot; man kann jederzeit überall hinfahren, ohne sich Gedanken um das Ticket/Verbundzonen machen zu müssen","Nein","","Unentschlossen","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:57:47 GMT+0:00","≤ 26","Ja","","Ja","ist im Jugend Bw mit drin","Nein","ich habe das BW ticket für ein Jahr gekauft und müsste dann doppelt zahlen ","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:57:31 GMT+0:00","≤ 26","Ja","Ich wohne innerhalb von Stuttgart und komme gut mit den öffentlichen Verkehrsmitteln zu meinen Alltagsstationen. Ich brauche kein Auto und bin so am günstigsten unterwegs.","Nein","Gerade darf ich noch das jugendBW Ticket nutzen.","Ja","In meinem Master dürfte ich das JugendBW Ticket nicht beziehen. Einziger wirklicher Ersatz wäre das Deutschlandticket was aber teurer wäre. Und auch sonst gibt es für Ü26 Studenten keine Preislich ähnliche Möglichkeit sich im Raum Stuttgart zu bewegen.","1","Ich zahle momentan ohnehin das Ticket. Auf ein Semester gerechnet käme ich in jedem Fall günstiger davon."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:57:31 GMT+0:00","≤ 26","Nein","Ich fahre momentan mit dem Auto, da es mit der Bahn zu lange dauert","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:57:23 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Es ist halt das doppelte und ich würde es nicht nutzen. Ich fände es supi, wenn es ne preisliche Zwischenlösung gäbe aber das doppelte ist schon hart","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:56:42 GMT+0:00","≤ 26","Nein","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:56:15 GMT+0:00","> 26","Ja","Aufpreis für D-ticket ist dann noch relativ überschaubar, nutzen jedoch höher.","Ja","siehe siehe oben ","Ja","","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:56:09 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:56:09 GMT+0:00","> 26","Nein","","Nein","","Nein","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:56:04 GMT+0:00","> 26","Ja","Ich würde es beziehen wenn ich nicht zu alt wäre","Ja","Es ist die günstigste Möglichkeit aktuell für über 26 Jährige Studierende","Ja","Ich fände es nur fair, wenn an die älteren Studierenden gedacht wird. In den letzten Semestern hatten wir auch ein Ticket, für das gezahlt wurde (und das wahrscheinlich nicht von allen genutzt wurde). Ich musste noch das Studi-Ticket zusätzlich beziehen um auch tagsüber den ÖPNV nutzen zu können. Ein Erhöhung des Beitrags fände ich daher nicht ungerecht, in NRW zahlt man auch etwas mehr als 300€ und die Studis haben ein Bundeslandweites Ticket + die Möglichkeit ein vergünstigtes Deutschlandticket zu bekommen, egal wie alt man ist. ","1","Vielen Dank für die Umfrage und den Einsatz!"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:56:04 GMT+0:00","≤ 26","Nein","Auto","Nein","Auto","Nein","Semesterbeitrag steigt","10","Ich könnte den Beitrag nicht mehr bezahlen"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:55:59 GMT+0:00","> 26","Nein","","Ja","","Ja","","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:55:51 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Auch Studierende im Auslandssemester müssen weiterhin das Ticket zahlen, obwohl sie es nicht nutzen können. Das bedeutet eine Doppelbelastung, weil man im Ausland ja auch ein ÖPNV Kosten hat.","8","Mein Studium ist vollkommen selbst finanziert und ich bin Erstakademikerin. Ich kann es mir damit leider schlichtweg nicht leisten, für andere mit bezahlen. Noch dazu glaube ich nicht, dass es fair ist, für Studierende, die ein oder sogar zwei Semester im Ausland sind. Das sind bis zu 360 Euro die Studierende da zahlen, ohne dass sie es nutzen können."
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:55:40 GMT+0:00","≤ 26","Ja","","Nein","Habe das Jugendticket BW, welches auch Deutschlandweit einsetzbar werden soll(?)","Unentschlossen","Fände es persönlich sehr praktisch und würde davon profitieren, aber es ist unnötig für Studierende, die keine Öffis nutzen ","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:55:15 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:55:06 GMT+0:00","> 26","Ja","","Ja","Gibt für mich als über 27-jährigen keine Alternative","Ja","Bietet endlich eine etwas günstigere Lösung für Ü27 und passt sich dabei meines Wissens auch noch dem System anderer Bundesländern an, die solche Vollsoli-Programme schon länger haben","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:55:03 GMT+0:00","≤ 26","Ja","","Ja","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:54:40 GMT+0:00","≤ 26","Ja","","Nein","","Ja","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:54:38 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Soll sich jeder unter 26 selbst kaufen wenn er es will, soo viel teurer ist das ja nicht! Die über 26 haben hoffentlich das Geld dazu, sich ein DE-Ticket zu kaufen.","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:54:28 GMT+0:00","≤ 26","Nein","","Ja","","Nein","","6",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:54:18 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:53:36 GMT+0:00","> 26","Ja","","Nein","Auslandssemester ","Ja","","4",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:53:31 GMT+0:00","≤ 26","Ja","","Nein","","Nein","Die Kosten steigen für alle die nicht per Bahn fahren mMn. relativ signifikant. Das Deutschlandticket ist allgemein zwar sehr cool, aber für Langstreckenpendler die aus entfernteren deutschen Städten aufgrund der Einschränkungen bezüglich Zugwahl auch nicht so hilfreich. Außerdem sollte jeder selbst über seine Mobilität entscheiden können und so lange das öffentliche Nahverkehrsnetz in Stuttgart so grottig schlecht ist kann ich auch niemanden andere Transportmittel übel nehmen.","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:53:13 GMT+0:00","≤ 26","Nein","","Nein","","Nein","Ich fahre immer mit dem Auto zur Uni, da ich auch privat kein Ticket brauche.","8","Also wenn das kommt, bin ich ultra froh, dass ich nur noch ein Semester hab und nicht mein ganzes Studium durch über 300€ pro Semester zahlen müsste. Finds ultra krass"
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:53:04 GMT+0:00","> 26","Nein","","Ja","","Nein","","5",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:52:58 GMT+0:00","≤ 26","Ja","","Nein","","Nein","","10",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:52:09 GMT+0:00","> 26","Ja","","Ja","","Ja","Auch für Ü26 ist das vorteilhaft, für “mich” ändert sich nicht viel ","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:51:50 GMT+0:00","≤ 26","Ja","","Ja","","Ja","","2",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:51:21 GMT+0:00","≤ 26","Nein","","Nein","","Nein","","7",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:51:03 GMT+0:00","> 26","Ja","","Ja","","Nein","","8",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:50:48 GMT+0:00","> 26","Nein","","Nein","Lohnt sich nicht","Ja","","3",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:50:44 GMT+0:00","≤ 26","Ja","","Nein","","Unentschlossen","","1",""
"Anonymer Benutzer","Mittwoch, 20. Dezember 2023 um 13:50:43 GMT+0:00","≤ 26","Nein","Öffentliche Verkehrsmittel für mich ungeeignet.","Nein","Vorteil zwecks Nichtnutzung nicht vorhanden","Nein","Eigenverantwortung","10","Eine Gesellschaft basierend auf Freiheit und Eigenverantwortung ist das Ziel, oder sollte es zumindest sein. Aufgezwungene Gebühren widersprechen diesem Ziel und sind abzulehnen."
